tag_header,tag_para,tag_formatting,word_count,interacting_span_tag,relative_x_coord,relative_y_coord,relative_listings,relative_hyperlinks,tag_img,src_img_interaction,red_flag_class,tag_table,tag_sup,tag_sup_child,tag_tab_elem,red_flag_id,relative_table_elements,height_width_diff,tag_dl_type,tag_math_type,tag_math_elem,tag_annotation,label,name,attrs
YES,NO,NO,2,NO,0.184336019,0.384560773,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,-1012.199982,NO,NO,NO,NO,1,h4,[]
NO,NO,NO,2,YES,0.184336019,0.385236983,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-79.6499939,NO,NO,NO,NO,1,span,"[['mw-headline'], 'Power_Method']"
NO,NO,NO,1,NO,0.283382239,0.385304604,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,-20.30000305,NO,NO,NO,NO,1,span,[['mw-editsection']]
NO,NO,NO,1,NO,0.283382239,0.385304604,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,10.7833252,NO,NO,NO,NO,1,span,[['mw-editsection-bracket']]
NO,NO,NO,1,NO,0.289801901,0.385304604,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-6.566680908,NO,NO,NO,NO,1,a,"['/w/index.php?title=PageRank&action=edit&section=9', 'Edit section: Power Method']"
NO,NO,NO,1,NO,0.312729267,0.385304604,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,10.78334045,NO,NO,NO,NO,1,span,[['mw-editsection-bracket']]
NO,YES,NO,121,NO,0.184336019,0.38699513,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.7999725,NO,NO,NO,NO,1,p,[]
NO,NO,NO,8,NO,0.254952305,0.387197993,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-4.283325195,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,8,NO,0.254952305,0.38699513,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle {\\mathcal {M}}}']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,"[['MJX-tex-caligraphic'], 'script']"
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,NO,YES,0,annotation,['application/x-tex']
NO,NO,NO,0,NO,0.254952305,0.387197993,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,-4.466659546,NO,NO,NO,NO,0,img,"['https://wikimedia.org/api/rest_v1/media/math/render/svg/2cc2abebd45ec020509a0ec548b67c9a2cb7cecd', ['mwe-math-fallback-image-inline'], 'true', 'vertical-align: -0.338ex; width:2.791ex; height:2.176ex;', '{\\mathcal {M}}']"
NO,NO,NO,8,NO,0.575935424,0.387197993,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,1.449996948,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,8,NO,0.575935424,0.38699513,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle \\mathbf {R} }']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,4,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,NO,YES,0,annotation,['application/x-tex']
NO,NO,NO,0,NO,0.575935424,0.387197993,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,1.266662598,NO,NO,NO,NO,0,img,"['https://wikimedia.org/api/rest_v1/media/math/render/svg/5de85fcc2a00d8ba14aae84aeef812d7fef4b3d5', ['mwe-math-fallback-image-inline'], 'true', 'vertical-align: -0.338ex; width:2.003ex; height:2.176ex;', '\\mathbf {R} ']"
NO,NO,NO,16,NO,0.773110768,0.387197993,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-38.91665649,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,16,NO,0.773110768,0.38699513,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,16,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle |\\mathbf {R} |=1}']"
NO,NO,NO,16,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,10,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,10,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,['false']
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,['false']
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mn,[]
NO,NO,NO,4,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,NO,YES,0,annotation,['application/x-tex']
NO,NO,NO,0,NO,0.773110768,0.387130372,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,-34.25,NO,NO,NO,NO,0,img,"['https://wikimedia.org/api/rest_v1/media/math/render/svg/3beb98543fc9b650f79d0e6769366bec65c0276c', ['mwe-math-fallback-image-inline'], 'true', 'vertical-align: -0.838ex; width:7.558ex; height:2.843ex;', '|\\mathbf{R}|=1']"
NO,NO,NO,19,NO,0.830887729,0.387197993,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-43.54998779,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,19,NO,0.830887729,0.38699513,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,19,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle \\mathbf {E} \\mathbf {R} =\\mathbf {1} }']"
NO,NO,NO,19,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mn,['bold']
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,NO,YES,0,annotation,['application/x-tex']
NO,NO,NO,0,NO,0.830887729,0.387197993,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,-43.73332214,NO,NO,NO,NO,0,img,"['https://wikimedia.org/api/rest_v1/media/math/render/svg/ff32d3dadac699f47604b69356c606dddd5cce41', ['mwe-math-fallback-image-inline'], 'true', 'vertical-align: -0.338ex; width:8.195ex; height:2.176ex;', '\\mathbf{E}\\mathbf{R}=\\mathbf{1}']"
NO,NO,NO,8,NO,0.927182664,0.387197993,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,3.233337402,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,8,NO,0.927182664,0.38699513,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle \\mathbf {E} }']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,4,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,NO,YES,0,annotation,['application/x-tex']
NO,NO,NO,0,NO,0.927182664,0.387197993,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,3.050003052,NO,NO,NO,NO,0,img,"['https://wikimedia.org/api/rest_v1/media/math/render/svg/0d7f22b39d51f780fc02859059c1757c606b9de2', ['mwe-math-fallback-image-inline'], 'true', 'vertical-align: -0.338ex; width:1.757ex; height:2.176ex;', '\\mathbf {E} ']"
NO,NO,NO,65,NO,0.184336019,0.390511423,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.7166443,YES,NO,NO,NO,1,dl,[]
NO,NO,NO,65,NO,0.204512101,0.390511423,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.3166809,YES,NO,NO,NO,1,dd,[]
NO,NO,NO,62,NO,0.204512101,0.391458117,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-232.5333405,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,62,NO,0.204512101,0.390511423,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,62,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle \\mathbf {R} =\\left(d{\\mathcal {M}}+{\\frac {1-d}{N}}\\mathbf {E} \\right)\\mathbf {R} =:{\\widehat {\\mathcal {M}}}\\mathbf {R} }']"
NO,NO,NO,62,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,45,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,45,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,24,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,19,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,"[['MJX-tex-caligraphic'], 'script']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,5,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,5,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mfrac,[]
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mn,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mover,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,"[['MJX-tex-caligraphic'], 'script']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,14,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,NO,YES,0,annotation,['application/x-tex']
NO,NO,NO,0,NO,0.204512101,0.390511423,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,-203.6500092,NO,NO,NO,NO,0,img,"['https://wikimedia.org/api/rest_v1/media/math/render/svg/bb5144828734e99d7894bfaa1ee4c7d13c1021eb', ['mwe-math-fallback-image-inline'], 'true', 'vertical-align: -2.505ex; width:34.201ex; height:6.176ex;', '\\mathbf{R} = \\left( d \\mathcal{M} + \\frac{1-d}{N} \\mathbf{E} \\right)\\mathbf{R} =: \\widehat{ \\mathcal{M}} \\mathbf{R}']"
NO,YES,NO,105,NO,0.184336019,0.394027716,0,0.00952381,NO,NO,NO,NO,NO,NO,NO,NO,0,-989.9666443,NO,NO,NO,NO,1,p,[]
NO,NO,NO,8,NO,0.287967712,0.394501063,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,1.449996948,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,8,NO,0.287967712,0.394027716,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle \\mathbf {R} }']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,['bold']
NO,NO,NO,4,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,NO,YES,0,annotation,['application/x-tex']
NO,NO,NO,0,NO,0.287967712,0.394433442,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,1.266662598,NO,NO,NO,NO,0,img,"['https://wikimedia.org/api/rest_v1/media/math/render/svg/5de85fcc2a00d8ba14aae84aeef812d7fef4b3d5', ['mwe-math-fallback-image-inline'], 'true', 'vertical-align: -0.338ex; width:2.003ex; height:2.176ex;', '\\mathbf {R} ']"
NO,NO,NO,12,NO,0.475055015,0.394501063,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-4.933334351,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,12,NO,0.475055015,0.394027716,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,12,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle {\\widehat {\\mathcal {M}}}}']"
NO,NO,NO,12,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,3,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mover,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,"[['MJX-tex-caligraphic'], 'script']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,[]
NO,NO,NO,4,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,NO,YES,0,annotation,['application/x-tex']
NO,NO,NO,0,NO,0.475055015,0.394027716,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,0.866668701,NO,NO,NO,NO,0,img,"['https://wikimedia.org/api/rest_v1/media/math/render/svg/f7219d2c5c7b91b51336ce174e75e327118bc06f', ['mwe-math-fallback-image-inline'], 'true', 'vertical-align: -0.338ex; margin-right: -0.009ex; width:2.889ex; height:3.009ex;', '\\widehat{\\mathcal{M}}']"
NO,NO,NO,2,NO,0.778613335,0.394501063,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-72.69999695,NO,NO,NO,NO,1,a,"['/wiki/Power_iteration', 'Power iteration']"
NO,NO,NO,8,NO,1.046404966,0.394501063,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-15.25,NO,NO,NO,NO,1,span,[['mwe-math-element']]
NO,NO,NO,8,NO,1.046404966,0.394027716,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,1,span,"[['mwe-math-mathml-inline', 'mwe-math-mathml-a11y'], 'display: none;']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,math,"['http://www.w3.org/1998/Math/MathML', '{\\displaystyle x(0)}']"
NO,NO,NO,8,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,YES,NO,NO,1,semantics,[]
NO,NO,NO,4,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mrow,[['MJX-TeXAtom-ORD']]
NO,NO,NO,4,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mstyle,"['true', '0']"
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mi,[]
NO,NO,NO,1,NO,nan,nan,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,nan,NO,NO,YES,NO,1,mo,['false']
